date,employee_id,shift_start_time,shift_end_time,break_1_start_time,break_1_end_time,lunch_start_time,lunch_end_time,break_2_start_time,break_2_end_time
2024-04-26,86049659,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-27,86049659,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-29,86049659,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-30,86049659,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-02,69332835,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-03,69332835,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-04,69332835,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-05,69332835,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-07,69332835,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-09,69332835,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-10,69332835,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-11,69332835,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-12,69332835,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-14,69332835,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-16,69332835,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-17,69332835,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-18,69332835,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-19,69332835,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-21,69332835,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-23,69332835,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-24,69332835,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-25,69332835,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-26,69332835,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-28,69332835,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-30,69332835,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-01,00045544,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-02,00045544,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-04,00045544,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-05,00045544,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-06,00045544,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-08,00045544,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-09,00045544,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-11,00045544,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-12,00045544,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-13,00045544,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-15,00045544,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-16,00045544,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-18,00045544,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-19,00045544,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-20,00045544,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-22,00045544,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-23,00045544,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-25,00045544,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-26,00045544,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-27,00045544,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-29,00045544,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-30,00045544,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-01,32995277,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-02,32995277,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-03,32995277,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-05,32995277,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-07,32995277,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-08,32995277,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-09,32995277,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-10,32995277,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-12,32995277,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-14,32995277,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-15,32995277,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-16,32995277,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-17,32995277,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-19,32995277,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-21,32995277,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-22,32995277,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-23,32995277,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-24,32995277,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-26,32995277,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-28,32995277,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-29,32995277,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-30,32995277,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-01,07520309,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-02,07520309,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-03,07520309,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-05,07520309,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-06,07520309,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-08,07520309,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-09,07520309,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-10,07520309,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-12,07520309,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-13,07520309,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-15,07520309,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-16,07520309,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-17,07520309,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-19,07520309,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-20,07520309,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-22,07520309,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-23,07520309,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-24,07520309,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-26,07520309,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-27,07520309,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-29,07520309,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-30,07520309,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-01,39127306,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-02,39127306,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-03,39127306,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-06,39127306,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-07,39127306,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-08,39127306,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-09,39127306,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-10,39127306,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-13,39127306,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-14,39127306,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-15,39127306,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-16,39127306,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-17,39127306,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-20,39127306,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-21,39127306,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-22,39127306,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-23,39127306,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-24,39127306,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-27,39127306,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-28,39127306,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-29,39127306,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-30,39127306,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-01,21612883,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-04,21612883,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-05,21612883,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-06,21612883,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-07,21612883,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-08,21612883,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-11,21612883,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-12,21612883,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-13,21612883,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-14,21612883,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-15,21612883,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-18,21612883,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-19,21612883,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-20,21612883,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-21,21612883,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-22,21612883,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-25,21612883,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-26,21612883,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-27,21612883,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-28,21612883,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-29,21612883,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-01,39205965,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-02,39205965,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-03,39205965,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-05,39205965,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-07,39205965,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-08,39205965,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-09,39205965,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-10,39205965,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-12,39205965,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-14,39205965,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-15,39205965,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-16,39205965,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-17,39205965,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-19,39205965,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-21,39205965,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-22,39205965,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-23,39205965,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-24,39205965,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-26,39205965,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-28,39205965,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-29,39205965,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-30,39205965,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-01,92285358,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-02,92285358,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-03,92285358,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-04,92285358,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-06,92285358,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-08,92285358,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-09,92285358,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-10,92285358,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-11,92285358,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-13,92285358,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-15,92285358,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-16,92285358,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-17,92285358,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-18,92285358,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-20,92285358,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-22,92285358,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-23,92285358,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-24,92285358,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-25,92285358,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-27,92285358,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-29,92285358,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-30,92285358,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-01,23745832,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-03,23745832,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-04,23745832,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-05,23745832,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-07,23745832,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-08,23745832,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-10,23745832,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-11,23745832,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-12,23745832,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-14,23745832,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-15,23745832,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-17,23745832,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-18,23745832,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-19,23745832,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-21,23745832,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-22,23745832,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-24,23745832,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-25,23745832,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-26,23745832,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-28,23745832,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-29,23745832,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-02,11474695,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-03,11474695,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-04,11474695,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-05,11474695,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-06,11474695,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-09,11474695,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-10,11474695,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-11,11474695,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-12,11474695,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-13,11474695,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-16,11474695,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-17,11474695,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-18,11474695,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-19,11474695,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-20,11474695,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-23,11474695,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-24,11474695,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-25,11474695,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-26,11474695,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-27,11474695,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-30,11474695,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-01,57698457,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-03,57698457,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-04,57698457,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-06,57698457,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-07,57698457,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-08,57698457,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-10,57698457,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-11,57698457,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-13,57698457,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-14,57698457,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-15,57698457,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-17,57698457,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-18,57698457,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-20,57698457,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-21,57698457,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-22,57698457,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-24,57698457,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-25,57698457,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-27,57698457,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-28,57698457,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-29,57698457,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-03,30408459,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-04,30408459,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-05,30408459,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-06,30408459,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-07,30408459,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-10,30408459,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-11,30408459,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-12,30408459,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-13,30408459,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-14,30408459,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-17,30408459,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-18,30408459,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-19,30408459,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-20,30408459,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-21,30408459,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-24,30408459,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-25,30408459,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-26,30408459,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-27,30408459,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-28,30408459,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-02,13869227,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-03,13869227,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-04,13869227,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-06,13869227,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-07,13869227,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-09,13869227,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-10,13869227,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-11,13869227,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-13,13869227,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-14,13869227,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-16,13869227,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-17,13869227,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-18,13869227,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-20,13869227,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-21,13869227,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-23,13869227,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-24,13869227,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-25,13869227,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-27,13869227,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-28,13869227,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-30,13869227,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-02,91823542,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
2024-04-03,91823542,07:00,15:30,09:00,09:15,11:00,11:30,13:00,13:15
